Date,ProductID,SalesRepID,UnitsSold,RevDiscount,COGS
20240108,9,1,119,0.4275,1610.512087
20240312,11,2,71,0.3875,1571.201759
20240217,6,2,57,0.3975,629.4162195
20240107,7,3,85,0.3875,640.8789613
20240220,14,25,50,0.3975,416.8268488
20240203,1,2,82,0.3975,1573.698826
20240125,5,6,6,0.04,47.98637294
20240104,10,2,7,0.04,57.6217695
20240112,1,2,215,0.4975,4082.527905
20240127,8,15,140,0.4475,1272.487347
20240205,6,20,108,0.4275,1127.85807
20240126,2,11,155,0.4275,1550.127435
20240122,1,16,204,0.4875,3840.134039
20240104,10,16,8,0.03,69.22539775
20240315,14,4,179,0.4375,1413.242128
20240204,4,16,200,0.4875,2139.392106
20240112,10,24,95,0.3975,933.5519403
20240229,1,3,80,0.3875,1570.698826
20240110,2,5,69,0.3875,715.9818932
20240105,3,1,45,0.4075,427.3703159
20240109,3,2,251,0.4775,2273.084588
20240227,6,13,225,0.4975,2314.627388
20240212,1,4,7,0.04,113.3356304
20240209,1,4,71,0.3875,1403.19538
20240227,11,21,204,0.4775,4567.655106
20240105,3,6,33,0.35,321.0277369
20240207,2,2,105,0.4375,1051.612232
20240314,7,19,68,0.4075,513.9031691
20240211,6,25,79,0.3875,841.6055841
20240107,2,9,71,0.3875,713.9818932
20240209,4,9,95,0.3875,1002.798254
20240229,4,15,35,0.35,378.0493454
20240308,2,2,112,0.4475,1140.984968
20240213,2,1,130,0.4275,1309.800138
20240107,3,10,139,0.4375,1272.220518
20240307,6,2,8,0.05,71.06312155
20240110,1,2,8,0.03,132.0582355
20240115,1,9,103,0.4375,2004.318742
20240125,7,4,68,0.4075,511.9031691
20240210,2,4,8,0.03,69.5121285
20240110,12,3,127,0.4375,1296.435858
20240217,10,9,118,0.4275,1173.642647
20240223,4,3,7,0.04,60.67489089
20240309,1,4,79,0.3975,1573.698826
20240131,10,2,8,0.04,69.22539775
20240315,3,2,210,0.4875,1894.385562
20240121,1,12,110,0.4275,2095.931768
20240222,11,21,108,0.4375,2425.352712
20240312,1,16,89,0.3975,1720.479666
20240119,1,2,68,0.4075,1347.027565
20240224,1,18,8,0.05,130.0582355
20240218,10,18,66,0.3875,654.046721
20240109,2,3,8,0.04,68.5121285
20240216,15,3,72,0.4075,946.1261039
20240218,1,1,71,0.3975,1347.027565
20240108,11,7,153,0.4475,3410.603811
20240227,1,16,6,0.03,91.61302534
20240209,10,3,51,0.4075,538.803182
20240303,1,10,79,0.4075,1555.976221
20240221,1,12,52,0.3875,1010.020674
20240117,3,3,198,0.4775,1790.042983
20240313,8,16,169,0.4375,1527.953072
20240109,5,4,9,0.03,75.5781967
20240229,10,1,61,0.3975,631.8394645
20240125,2,23,240,0.4875,2393.203281
20240229,12,16,111,0.4275,1143.049693
20240313,2,4,71,0.4075,715.9818932
20240229,10,25,136,0.4375,1344.507955
20240314,3,17,137,0.4375,1269.220518
20240119,6,21,101,0.4275,1056.794949
20240222,3,1,219,0.4975,1966.947281
20240301,3,3,68,0.4075,646.0554739
20240211,10,9,165,0.4275,1633.616803
20240127,14,1,59,0.4075,503.1305344
20240126,14,3,9,0.05,63.7663168
20240131,14,3,261,0.4975,2069.288454
20240219,9,3,136,0.4375,1877.597434
20240216,1,2,7,0.03,112.3356304
20240209,13,23,91,0.3875,338.6843392
20240117,3,22,46,0.3975,427.3703159
20240218,7,8,68,0.3875,510.9031691
20240201,6,14,94,0.4075,975.5799527
20240129,1,1,211,0.4975,4046.082695
20240205,15,1,93,0.3975,1227.406837
20240116,2,2,76,0.3875,796.4243258
20240117,3,17,68,0.4075,643.0554739
20240102,14,1,7,0.05,46.0747376
20240207,1,8,10,0.04,168.5034456
20240211,10,25,102,0.4275,1027.588223
20240122,1,2,83,0.3975,1573.698826
20240123,1,19,58,0.3875,1123.356304
20240129,9,13,105,0.4475,1459.065145
20240210,3,3,127,0.4475,1182.768369
20240129,8,1,8,0.04,64.62965793
20240109,14,2,67,0.3875,562.8968512
20240128,3,21,133,0.4375,1205.604014
20240218,2,20,67,0.4075,715.9818932
20240205,2,5,116,0.4375,1162.845576
20240215,7,8,83,0.3975,598.2203639
20240213,15,10,70,0.3875,921.5551281
20240307,7,4,7,0.05,41.65859742
20240214,1,14,100,0.4275,1908.705717
20240104,2,21,101,0.4275,1034.751623
20240204,6,3,219,0.4775,2254.716141
20240112,1,13,58,0.4075,1144.078909
20240101,3,18,214,0.4875,1934.166422
20240108,12,16,248,0.4775,2479.832092
20240104,12,4,10,0.1875,120.0396234
20240307,2,12,79,0.3875,834.145542
20240307,1,4,235,0.4875,4492.425216
20240212,2,19,220,0.4775,2235.318416
20240112,11,14,130,0.4475,2884.203225
20240114,3,1,8,0.05,63.61650441
20240111,5,3,59,0.3875,553.8364753
20240311,1,4,7,0.03,110.3356304
20240128,15,12,7,0.05,76.71292734
20240209,10,3,7,0.04,58.6217695
20240208,4,14,211,0.4775,2257.296072
20240103,16,19,9,0.1975,183.0895587
20240221,2,15,72,0.4075,755.7031095
20240122,11,3,6,0.05,110.2501222
20240101,7,3,177,0.4275,1280.757923
20240215,15,1,94,0.3975,1228.406837
20240223,3,25,7,0.03,51.67128949
20240305,2,15,105,0.4375,1072.47284
20240228,1,3,68,0.3875,1346.027565
20240303,8,20,92,0.3875,867.8681171
20240112,2,16,104,0.4475,1070.47284
20240216,3,4,8,0.04,64.61650441
20240208,3,1,188,0.4375,1716.481264
20240122,3,3,105,0.4275,968.0832108
20240110,14,4,105,0.4375,857.1910664
20240311,7,25,160,0.4375,1150.78213
20240213,2,1,76,0.4075,805.3546298
20240205,2,3,8,0.04,68.5121285
20240205,2,1,186,0.4275,1865.897166
20240303,15,1,139,0.4275,1839.110256
20240204,10,8,210,0.4975,2043.572817
20240108,5,17,248,0.4975,2315.713196
20240219,11,4,141,0.4275,3126.553494
20240104,2,1,9,0.04,78.44243258
20240126,4,2,211,0.4875,2226.958627
20240311,11,3,212,0.4775,4720.605277
20240113,9,10,82,0.3875,1125.958461
20240227,2,16,91,0.3975,951.3091909
20240218,9,24,81,0.3875,1123.958461
20240107,13,4,83,0.3975,298.0987968
20240309,5,3,68,0.4075,664.2037703
20240102,12,2,100,0.4275,1003.336799
20240109,14,4,83,0.4075,660.0463264
20240221,3,2,81,0.4075,751.3980529
20240115,11,1,56,0.3975,1312.001466
20240226,2,13,9,0.04,79.44243258
20240202,4,1,91,0.3975,1000.798254
20240101,12,15,220,0.4975,2175.896398
20240213,2,2,71,0.3975,713.9818932
20240126,4,2,74,0.3875,785.4361362
20240106,3,22,79,0.4075,752.3980529
20240226,2,16,78,0.3975,794.4243258
20240111,7,10,83,0.4075,598.2203639
20240201,9,6,196,0.4775,2692.257745
20240110,1,18,69,0.3875,1309.582355
20240122,11,19,203,0.4875,4523.955058
20240214,1,14,69,0.3875,1349.027565
20240218,9,19,237,0.4875,3215.024173
20240220,13,15,71,0.3975,258.0620496
20240217,5,10,106,0.4275,983.1083809
20240122,4,12,99,0.4375,1057.02733
20240106,6,1,8,0.04,73.06312155
20240103,14,19,79,0.4075,657.0463264
20240103,1,17,44,0.3875,899.6850433
20240205,1,15,67,0.3875,1347.027565
20240112,1,4,91,0.3975,1799.370087
20240228,4,16,107,0.4375,1127.148036
20240214,2,17,7,0.05,57.58182443
20240117,2,25,259,0.4875,2619.600275
20240229,2,12,67,0.3875,712.9818932
20240227,9,4,142,0.4475,1931.214504
20240122,1,8,6,0.03,91.61302534
20240112,1,7,6,0.04,92.61302534
20240220,14,16,35,0.35,284.4484256
20240202,3,18,153,0.4375,1394.453527
20240228,15,4,70,0.4075,921.5551281
20240306,1,5,93,0.3875,1777.647481
20240225,5,17,150,0.4475,1426.577561
20240118,10,2,83,0.3975,808.704773
20240213,7,12,152,0.4475,1107.123533
20240310,3,2,8,0.03,62.61650441
20240114,2,1,73,0.3875,735.8425013
20240310,1,14,236,0.4775,4495.425216
20240216,8,2,69,0.4075,645.1907673
20240119,13,11,140,0.4475,506.4777136
20240215,1,10,9,0.03,147.7808405
20240222,12,24,68,0.4075,710.2377406
20240219,1,19,31,0.36,675.0137824
20240221,1,1,94,0.3975,1799.370087
20240305,3,1,189,0.4375,1724.426479
20240123,3,2,106,0.4275,983.9736407
20240117,1,1,251,0.4875,4719.096477
20240102,15,9,55,0.4075,768.1292734
20240226,8,15,169,0.4275,1547.84726
20240125,13,2,69,0.4075,254.5132544
20240128,2,15,191,0.4375,1916.548686
20240204,3,5,94,0.3975,856.7406318
20240119,15,10,68,0.3875,922.5551281
20240128,4,4,55,0.3975,625.7489089
20240130,1,23,79,0.4075,1572.698826
20240115,3,3,106,0.4375,991.9188556
20240310,2,15,66,0.3975,705.0515891
20240306,3,2,8,0.03,61.61650441
20240106,4,3,8,0.05,72.12070604
20240304,11,6,7,0.04,133.1001466
20240308,4,17,199,0.4775,2089.16303
20240203,2,4,142,0.4375,1457.754699
20240104,3,2,19,0.265,212.685158
20240126,1,8,80,0.3975,1572.698826
20240128,3,22,20,0.265,213.685158
20240110,8,1,110,0.4475,1019.968715
20240116,4,1,67,0.3975,751.0986907
20240129,4,12,79,0.4075,877.4484725
20240216,12,12,101,0.4475,1023.01007
20240123,1,4,83,0.3975,1611.144036
20240206,16,1,121,0.4275,1898.167976
20240116,2,2,111,0.4475,1149.915272
20240209,10,3,55,0.3975,574.217695
20240310,1,7,96,0.4475,1873.260507
20240210,3,7,115,0.4475,1071.42579
20240315,2,3,238,0.4975,2381.272977
20240220,6,3,154,0.4475,1582.692423
20240219,2,5,189,0.4475,1914.548686
20240214,13,22,8,0.05,22.8415664
20240219,1,4,188,0.4475,3596.740173
20240313,3,22,188,0.4375,1718.481264
20240310,12,12,156,0.4275,1543.35174
20240224,13,12,8,0.04,24.8415664
20240303,2,9,7,0.2075,119.1636489
20240302,6,3,86,0.4075,885.2130822
20240126,12,3,7,0.05,60.01981171
20240223,12,11,11,0.1875,116.0396234
20240113,6,12,8,0.03,73.06312155
20240117,3,9,248,0.4975,2263.139373
20240315,10,19,223,0.4975,2189.627241
20240121,10,1,164,0.4475,1612.409546
20240104,2,4,92,0.4075,961.239495
20240119,4,7,70,0.3875,751.0986907
20240309,8,8,6,0.03,43.73546995
20240214,2,10,35,0.35,359.4909466
20240124,7,7,80,0.3875,599.2203639
20240207,15,4,104,0.4475,1380.832692
20240208,3,8,143,0.4375,1295.056163
20240130,2,22,65,0.3975,656.4000688
20240313,3,5,8,0.04,63.61650441
20240302,7,2,6,0.04,36.54883119
20240309,6,20,104,0.4375,1084.250572
20240130,2,3,182,0.4275,1847.036557
20240209,2,7,70,0.3875,736.8425013
20240315,14,13,233,0.4775,1842.760556
20240107,1,14,112,0.4375,2114.654373
20240314,3,9,57,0.3975,538.7128949
20240221,1,1,80,0.3975,1571.698826
20240307,8,4,171,0.4375,1564.741448
20240116,2,4,180,0.4275,1828.175949
20240116,2,11,77,0.3975,783.4940217
20240313,8,13,8,0.03,62.62965793
20240106,6,6,231,0.4875,2375.538635
20240222,1,13,56,0.3875,1123.356304
20240123,4,15,129,0.4275,1377.8476
20240204,4,14,117,0.4475,1254.497818
20240124,1,9,8,0.03,129.0582355
20240202,1,1,98,0.4375,1871.260507
20240128,7,12,253,0.4975,1814.99039
20240311,14,4,83,0.3875,657.0463264
20240210,1,1,43,0.4075,898.6850433
20240222,1,23,184,0.4375,3500.127148
20240228,3,2,83,0.3975,752.3980529
20240212,13,3,80,0.3975,298.0987968
20240315,3,2,231,0.4875,2092.18029
20240312,1,4,95,0.4075,1854.537902
20240301,5,3,7,0.04,56.18364753
20240220,2,9,70,0.3975,712.9818932
20240114,1,16,113,0.4475,2173.822188
20240117,14,11,227,0.4775,1787.840029
20240201,4,15,57,0.3875,625.7489089
20240201,13,4,184,0.4275,666.1734976
20240130,3,7,31,0.36,322.0277369
20240125,9,11,83,0.4075,1123.958461
20240307,1,7,106,0.4475,2023.041347
20240220,1,20,95,0.3975,1796.370087
20240124,2,24,77,0.3975,806.3546298
20240208,3,5,7,0.03,55.67128949
20240303,14,14,96,0.4275,793.4247496
20240125,6,9,71,0.3875,732.9349645
20240315,5,21,219,0.4775,2049.992233
20240303,6,1,81,0.3875,853.7574586
20240229,3,24,75,0.3875,681.8363335
20240104,3,17,239,0.4775,2146.85158
20240214,3,3,199,0.4875,1817.878628
20240122,2,1,83,0.4075,835.145542
20240313,3,4,43,0.3975,430.3703159
20240202,3,4,57,0.3975,536.7128949
20240116,4,1,92,0.4075,1004.798254
20240214,2,4,158,0.4375,1608.70926
20240123,6,2,54,0.3875,598.9605959
20240121,14,12,63,0.3875,534.5136928
20240308,7,2,130,0.4275,937.4891433
20240304,14,18,185,0.4375,1468.162655
20240112,9,19,7,0.03,79.42560433
20240215,15,17,47,0.4075,650.0598824
20240129,5,11,153,0.4275,1435.774836
20240109,1,19,9,0.05,151.7808405
20240229,11,5,81,0.3975,1835.402052
20240213,2,12,114,0.4275,1141.984968
20240226,10,1,91,0.3875,923.948312
20240310,12,3,233,0.4875,2343.119198
20240112,4,2,81,0.3975,879.4484725
20240109,3,1,56,0.3875,537.7128949
20240224,6,2,189,0.4275,1926.856156
20240313,8,9,239,0.4775,2149.302558
20240116,3,2,94,0.3975,859.7406318
20240118,6,1,80,0.3875,853.7574586
20240212,9,3,22,0.265,320.7024173
20240116,8,9,227,0.4875,2067.778712
20240222,3,6,19,0.245,213.685158
20240101,10,19,81,0.3975,807.704773
20240105,15,5,99,0.4375,1276.548789
20240106,14,4,71,0.3875,565.8968512
20240130,4,8,8,0.04,73.12070604
20240123,2,24,9,0.04,77.44243258
20240206,7,7,52,0.3975,391.037143
20240212,8,2,234,0.4975,2127.40837
20240219,6,2,76,0.4075,813.1499606
20240314,4,12,8,0.04,71.12070604
20240221,4,2,7,0.05,60.67489089
20240119,5,1,83,0.3975,774.5710654
20240113,11,10,63,0.3875,1465.951637
20240126,1,3,7,0.03,111.3356304
20240201,2,3,7,0.04,60.58182443
20240118,7,11,7,0.03,44.65859742
20240204,1,8,117,0.4475,2246.712608
20240229,1,20,43,0.4075,898.6850433
20240127,10,18,91,0.3875,893.1374273
20240126,1,2,8,0.03,133.0582355
20240108,3,1,98,0.4275,901.4667064
20240101,1,22,140,0.4275,2696.05513
20240105,2,1,116,0.4475,1162.845576
20240214,11,2,6,0.05,109.2501222
20240118,1,4,8,0.05,132.0582355
20240206,6,2,8,0.05,69.06312155
20240222,1,4,239,0.4775,4514.147821
20240220,2,5,243,0.4875,2462.71541
20240219,1,1,46,0.3875,896.6850433
20240201,1,3,213,0.4875,4007.637485
20240305,13,20,103,0.4275,385.2698816
20240119,9,19,7,0.03,79.42560433
20240206,1,1,71,0.3875,1350.027565
20240202,13,4,215,0.4975,765.5397632
20240301,7,4,55,0.3875,428.5859742
20240209,1,8,91,0.4075,1797.370087
20240112,3,2,154,0.4275,1384.508312
20240227,14,1,8,0.03,53.9205272
20240205,2,2,189,0.4275,1917.548686
20240210,3,9,218,0.4875,1961.002066
20240114,1,14,132,0.4275,2563.996894
20240131,11,24,194,0.4475,4327.304838
20240303,6,3,185,0.4275,1916.704282
20240112,5,3,81,0.4075,773.5710654
20240228,9,6,70,0.4075,965.107252
20240302,6,2,109,0.4275,1136.009945
20240122,3,3,92,0.3875,856.7406318
20240313,1,4,82,0.4075,1593.421431
20240117,5,2,131,0.4475,1250.829344
20240101,1,3,107,0.4275,2024.041347
20240303,2,22,83,0.3975,835.145542
20240108,14,1,77,0.3975,628.663168
20240309,2,12,249,0.4875,2502.436626
20240124,3,9,247,0.4775,2252.194159
20240225,1,2,20,0.255,447.3425216
20240120,2,7,176,0.4375,1786.454733
20240113,1,17,7,0.05,114.3356304
20240304,1,8,147,0.4275,2827.113365
20240222,1,3,116,0.4375,2245.712608
20240225,1,20,8,0.03,133.0582355
20240101,11,13,150,0.4375,3319.203714
20240215,10,2,201,0.4975,1960.140163
20240312,16,4,92,0.3875,1465.29234
20240123,12,1,73,0.4075,746.5842817
20240308,2,18,222,0.4975,2215.457808
20240213,15,2,59,0.3875,768.1292734
20240205,2,2,43,0.4075,474.6545955
20240222,10,4,109,0.4275,1085.209992
20240101,11,18,10,0.04,195.6502199
20240126,3,3,7,0.05,51.67128949
20240204,3,11,99,0.4375,896.5214915
20240227,5,3,89,0.3875,856.3465367
20240217,9,4,61,0.4075,830.0645781
20240110,16,2,80,0.4075,1250.354521
20240110,7,1,6,0.05,35.54883119
20240211,3,2,59,0.3875,536.7128949
20240216,14,21,198,0.4975,1578.00371
20240225,15,15,94,0.3875,1239.192325
20240207,3,10,245,0.4975,2226.358514
20240110,1,4,69,0.3875,1346.027565
20240124,12,11,143,0.4375,1435.148752
20240214,2,24,104,0.4475,1074.47284
20240224,2,2,92,0.3975,931.4485828
20240206,1,1,263,0.4875,4940.767738
20240213,1,6,71,0.4075,1350.027565
20240314,7,21,59,0.4075,426.5859742
20240115,1,6,48,0.4075,972.5754635
20240207,1,1,119,0.4475,2248.712608
20240113,2,25,34,0.35,356.4909466
20240110,1,1,43,0.3975,899.6850433
20240117,9,2,119,0.4375,1608.512087
20240228,3,2,7,0.04,55.67128949
20240131,5,4,32,0.36,332.1018852
20240215,1,1,56,0.3975,1124.356304
20240213,1,22,86,0.4075,1701.757061
20240111,2,4,140,0.4275,1431.963786
20240301,10,3,7,0.03,56.6217695
20240209,16,1,67,0.3975,1109.537352
20240109,3,1,103,0.4375,968.0832108
20240209,5,10,48,0.4075,457.8637294
20240204,1,3,111,0.4275,2135.376978
20240215,1,4,250,0.4875,4754.541687
20240227,10,2,7,0.05,56.6217695
20240204,15,4,34,0.34,462.277564
20240224,2,8,153,0.4475,1551.127435
20240201,13,18,91,0.3875,342.6843392
20240206,2,10,94,0.3875,971.1697991
20240125,7,4,11,0.03,71.09766237
20240315,2,16,107,0.4475,1090.333448
20240311,13,4,175,0.4375,630.6855456
20240115,3,6,252,0.4775,2264.139373
20240209,9,12,9,0.05,108.2341391
20240115,5,5,211,0.4975,1988.611311
20240130,3,5,49,0.4075,466.1511756
20240128,9,7,55,0.3875,802.2560433
20240210,2,4,84,0.3875,852.0061502
20240119,1,4,79,0.4075,1571.698826
20240125,3,24,79,0.3875,751.3980529
20240312,15,15,8,0.05,88.49841523
20240217,11,14,47,0.4075,1112.351246
20240115,13,2,8,0.05,23.8415664
20240126,4,2,176,0.4275,1879.246727
20240212,3,1,143,0.4475,1308.001378
20240108,3,2,199,0.4875,1814.878628
20240304,3,13,112,0.4375,1029.699715
20240205,1,15,233,0.4975,4400.812191
20240113,3,13,83,0.3875,749.3980529
20240207,2,21,8,0.05,68.5121285
20240116,3,9,82,0.3875,751.3980529
20240220,3,2,96,0.3875,883.5762766
20240108,16,5,224,0.4975,3517.701615
20240313,1,8,67,0.4075,1348.027565
20240311,5,23,104,0.4375,992.3056555
20240219,3,1,167,0.4475,1518.686536
20240228,3,23,185,0.4375,1674.755189
20240110,14,14,8,0.05,54.9205272
20240206,11,4,58,0.3975,1309.001466
20240211,2,14,79,0.4075,835.145542
20240302,7,2,70,0.4075,502.7934028
20240103,1,1,166,0.4375,3127.675046
20240219,3,11,250,0.4875,2263.139373
20240128,3,2,35,0.35,321.0277369
20240203,2,16,56,0.3975,566.0273321
20240310,2,3,107,0.4275,1100.263752
20240308,6,14,116,0.4375,1208.073066
20240227,4,13,8,0.05,75.12070604
20240219,9,1,7,0.04,81.42560433
20240205,3,8,236,0.4775,2148.85158
20240302,12,14,93,0.4075,942.3169874
20240107,8,18,57,0.4075,536.8256394
20240101,4,4,6,0.04,52.22907575
20240205,13,3,115,0.4475,413.6602432
20240221,1,4,46,0.3975,897.6850433
20240208,3,17,250,0.4875,2272.084588
20240129,16,4,189,0.4375,2963.432939
20240301,4,3,9,0.03,83.56652119
20240109,5,25,8,0.05,64.38092212
20240130,3,8,7,0.03,52.67128949
20240209,1,12,55,0.3975,1121.356304
20240302,11,2,56,0.4075,1312.001466
20240228,13,17,131,0.4275,466.4409664
20240205,3,25,72,0.3975,668.8911186
20240211,3,19,103,0.4275,964.0832108
20240310,4,2,7,0.03,60.67489089
20240121,1,19,191,0.4475,3648.907988
20240313,1,11,72,0.3975,1387.472775
20240211,6,4,125,0.4475,1288.288062
20240210,2,14,236,0.4975,2385.272977
20240206,1,1,19,0.265,450.3425216
20240313,6,21,46,0.3875,485.2899764
20240125,10,4,175,0.4375,1720.049457
20240104,4,1,213,0.4875,2256.296072
20240226,7,1,49,0.4075,385.9273768
20240218,5,6,142,0.4375,1326.407541
20240127,12,2,76,0.3975,776.0941876
20240120,1,14,229,0.4975,4326.921771
20240208,15,4,71,0.3875,918.5551281
20240216,1,2,7,0.05,111.3356304
20240309,5,25,110,0.4475,1038.292028
20240111,2,4,117,0.4275,1192.636489
20240223,9,4,82,0.3975,1124.958461
20240227,12,17,248,0.4875,2466.995457
20240210,12,14,8,0.03,70.856447
20240113,11,17,222,0.4775,4916.255497
20240217,3,1,200,0.4875,1822.823843
20240129,11,19,146,0.4375,3255.65364
20240202,2,12,103,0.4375,1071.47284
20240222,10,17,173,0.4275,1672.031316
20240301,3,4,178,0.4375,1612.138685
20240212,1,4,120,0.4375,2341.325634
20240125,3,4,51,0.3875,498.9320352
20240221,2,12,67,0.3875,686.190981
20240311,11,20,8,0.04,152.950171
20240109,8,2,69,0.4075,645.1907673
20240211,8,21,190,0.4275,1715.842046
20240217,3,2,83,0.3975,751.3980529
20240110,2,11,102,0.4475,1024.821319
20240229,11,4,81,0.3875,1855.252077
20240224,1,1,184,0.4375,3482.404543
20240105,9,1,80,0.3875,1125.958461
20240113,14,4,45,0.4075,374.5979008
20240104,8,4,179,0.4475,1610.476918
20240224,11,21,107,0.4275,2357.802639
20240108,6,19,70,0.3975,732.9349645
20240124,16,4,166,0.4475,2592.253822
20240120,2,16,6,0.05,50.65152036
20240302,2,4,190,0.4275,1895.688078
20240117,2,1,171,0.4475,1749.733517
20240206,1,24,127,0.4375,2433.938659
20240223,15,24,72,0.4075,958.9115918
20240125,7,4,79,0.3975,595.2203639
20240212,4,2,132,0.4475,1420.63086
20240126,16,12,98,0.4075,1527.988859
20240207,6,10,83,0.3975,853.7574586
20240203,2,25,251,0.4875,2500.436626
20240211,1,3,226,0.4775,4268.753956
20240112,1,2,82,0.3975,1571.698826
20240209,3,3,52,0.3975,502.9320352
20240128,2,4,132,0.4275,1329.660746
20240116,2,3,82,0.4075,832.145542
20240310,12,4,103,0.4375,1061.356611
20240111,1,19,141,0.4375,2696.05513
20240301,2,7,8,0.03,69.5121285
20240227,2,2,63,0.4075,676.2606769
20240126,6,2,130,0.4475,1340.047435
20240229,1,9,56,0.3875,1143.078909
20240107,2,2,237,0.4975,2382.272977
20240126,3,9,94,0.3875,856.7406318
20240105,4,17,9,0.2075,127.3497818
20240227,9,3,21,0.245,320.7024173
20240227,5,2,7,0.05,54.18364753
20240122,16,21,91,0.3975,1480.716469
20240315,4,2,70,0.3875,752.0986907
20240112,1,2,112,0.4375,2135.376978
20240222,15,2,205,0.4775,2634.810505
20240302,3,1,69,0.4075,645.0554739
20240102,9,11,47,0.4075,645.4048347
20240129,3,21,112,0.4475,1028.699715
20240107,14,6,261,0.4875,2069.288454
20240214,3,7,167,0.4275,1510.741321
20240128,14,2,237,0.4975,1882.989504
20240222,2,9,214,0.4875,2162.806288
20240217,2,10,91,0.3875,952.3091909
20240221,7,24,68,0.4075,496.6836366
20240307,14,21,56,0.4075,472.747376
20240304,14,13,82,0.4075,659.0463264
20240102,4,1,7,0.04,60.67489089
20240207,4,19,108,0.4275,1157.485482
20240314,1,1,111,0.4375,2136.376978
20240226,11,14,70,0.4075,1575.201759
20240211,10,21,105,0.4275,1035.191851
20240315,12,16,105,0.4375,1044.68334
20240218,9,20,166,0.4375,2249.916921
20240228,2,7,7,0.03,58.58182443
20240210,13,12,113,0.4475,413.2090384
20240207,5,1,71,0.4075,662.2037703
20240305,2,5,5,0,38.72121629
20240118,2,3,67,0.3975,713.9818932
20240304,2,3,7,0.04,60.58182443
20240213,8,1,32,0.34,324.0953837
20240201,5,3,104,0.4375,995.3056555
20240120,8,10,150,0.4475,1367.905381
20240301,2,2,187,0.4375,1886.757774
20240122,5,3,9,0.03,72.5781967
20240303,15,18,81,0.4075,1071.980983
20240222,8,6,238,0.4975,2149.302558
20240103,11,15,212,0.4775,4740.455302
20240224,6,3,94,0.4075,972.5799527
20240106,10,15,7,0.04,59.6217695
20240302,12,5,78,0.3875,775.0941876
20240206,3,15,97,0.4475,902.4667064
20240303,2,1,68,0.4075,713.9818932
20240214,15,3,83,0.4075,1073.980983
20240128,3,2,95,0.3975,859.7406318
20240206,12,5,69,0.3975,717.0743758
20240201,2,9,218,0.4975,2172.736592
20240104,2,4,129,0.4375,1312.800138
20240221,3,8,83,0.4075,749.3980529
20240127,2,16,8,0.05,70.5121285
20240107,9,16,46,0.3975,643.4048347
20240203,15,1,6,0.04,65.92743945
20240104,6,4,7,0.05,62.91124705
20240126,3,14,202,0.4875,1823.823843
20240128,5,1,82,0.4075,774.5710654
20240113,7,2,44,0.3875,342.2687794
20240129,13,9,68,0.4075,255.5132544
20240306,7,6,68,0.4075,511.9031691
20240114,11,7,47,0.3975,1050.801173
20240228,1,19,55,0.4075,1121.356304
20240218,11,4,94,0.4075,2099.602346
20240130,11,17,68,0.3875,1574.201759
20240206,7,7,70,0.3875,513.9031691
20240122,9,7,109,0.4475,1515.682215
20240228,1,4,113,0.4475,2172.822188
20240114,1,15,7,0.04,110.3356304
20240213,4,17,197,0.4275,2066.2714
20240108,1,16,115,0.4475,2247.712608
20240121,2,7,7,0.05,61.58182443
20240202,6,2,8,0.04,71.06312155
20240112,5,19,103,0.4375,992.3056555
20240216,4,4,81,0.3875,876.4484725
20240228,5,2,242,0.4975,2242.134999
20240109,1,3,110,0.4375,2080.209163
20240213,2,17,7,0.04,60.58182443
20240307,8,4,150,0.4275,1360.958287
20240201,10,17,81,0.4075,805.704773
20240315,3,3,163,0.4275,1501.796106
20240220,9,12,93,0.4075,1286.809669
20240130,9,7,88,0.4075,1247.596867
20240107,9,2,69,0.3875,965.107252
20240109,2,2,8,0.04,70.5121285
20240114,1,3,6,0.03,94.61302534
20240209,12,4,114,0.4375,1148.886328
20240128,2,9,140,0.4375,1429.963786
20240210,3,10,7,0.04,54.67128949
20240201,9,8,114,0.4475,1595.107819
20240212,3,24,8,0.04,63.61650441
20240202,5,4,8,0.04,65.38092212
20240227,1,4,114,0.4375,2211.267398
20240114,3,3,47,0.3975,431.3703159
20240217,12,17,6,0.04,51.18317643
20240110,2,1,58,0.4075,594.8182443
20240224,6,9,103,0.4475,1094.402447
20240117,10,13,83,0.3975,805.704773
20240302,2,23,176,0.4275,1788.454733
20240112,3,9,7,0.03,55.67128949
20240120,1,15,79,0.4075,1574.698826
20240104,1,23,167,0.4375,3146.397651
20240105,3,1,67,0.3875,645.0554739
20240201,7,20,212,0.4975,1535.709507
20240111,2,4,180,0.4275,1797.385037
20240106,16,4,8,0.05,109.9689092
20240101,8,8,88,0.4075,830.0797411
20240130,3,21,169,0.4375,1546.52218
20240212,10,11,251,0.4975,2421.114319
20240126,2,3,9,0.04,77.44243258
20240311,1,18,7,0.05,112.3356304
20240313,5,19,61,0.4075,597.8228482
20240311,13,22,245,0.4775,888.1988
20240108,2,1,138,0.4475,1421.033482
20240111,13,13,7,0.05,21.2927712
20240112,2,4,82,0.4075,834.145542
20240302,2,7,7,0.1975,117.1636489
20240209,1,1,7,0.04,111.3356304
20240116,8,4,236,0.4975,2129.40837
20240203,14,18,9,0.04,62.7663168
20240310,6,24,104,0.4475,1094.402447
20240211,6,20,242,0.4875,2508.513003
20240225,3,18,8,0.04,60.61650441
20240115,3,25,67,0.4075,646.0554739
20240209,3,25,59,0.3875,545.6581098
